GAME_ID,GAME_DATE,MATCHUP,TEAM_ID,TEAM_ABBREVIATION,WL,SEASON
0042000103,2021-05-29,PHI @ WAS,1610612755,PHI,W,2020-21
0042000124,2021-05-29,MIL @ MIA,1610612749,MIL,W,2020-21
0042000143,2021-05-29,UTA @ MEM,1610612762,UTA,W,2020-21
0042000164,2021-05-29,POR vs. DEN,1610612757,POR,W,2020-21
0042000103,2021-05-29,WAS vs. PHI,1610612764,WAS,L,2020-21
0042000164,2021-05-29,DEN @ POR,1610612743,DEN,L,2020-21
0042000114,2021-05-30,BOS vs. BKN,1610612738,BOS,L,2020-21
0042000134,2021-05-30,ATL vs. NYK,1610612737,ATL,W,2020-21
0042000154,2021-05-30,LAL vs. PHX,1610612747,LAL,L,2020-21
0042000134,2021-05-30,NYK @ ATL,1610612752,NYK,L,2020-21
0042000114,2021-05-30,BKN @ BOS,1610612751,BKN,W,2020-21
0042000174,2021-05-30,LAC @ DAL,1610612746,LAC,W,2020-21
0042000174,2021-05-30,DAL vs. LAC,1610612742,DAL,L,2020-21
0042000154,2021-05-30,PHX @ LAL,1610612756,PHX,W,2020-21
0042000104,2021-05-31,WAS vs. PHI,1610612764,WAS,W,2020-21
0042000144,2021-05-31,UTA @ MEM,1610612762,UTA,W,2020-21
0042000104,2021-05-31,PHI @ WAS,1610612755,PHI,L,2020-21
0042000144,2021-05-31,MEM vs. UTA,1610612763,MEM,L,2020-21
0042000115,2021-06-01,BKN vs. BOS,1610612751,BKN,W,2020-21
0042000165,2021-06-01,DEN vs. POR,1610612743,DEN,W,2020-21
0042000115,2021-06-01,BOS @ BKN,1610612738,BOS,L,2020-21
0042000165,2021-06-01,POR @ DEN,1610612757,POR,L,2020-21
0042000155,2021-06-01,LAL @ PHX,1610612747,LAL,L,2020-21
0042000155,2021-06-01,PHX vs. LAL,1610612756,PHX,W,2020-21
0042000175,2021-06-02,LAC vs. DAL,1610612746,LAC,L,2020-21
0042000135,2021-06-02,ATL @ NYK,1610612737,ATL,W,2020-21
0042000105,2021-06-02,WAS @ PHI,1610612764,WAS,L,2020-21
0042000135,2021-06-02,NYK vs. ATL,1610612752,NYK,L,2020-21
0042000145,2021-06-02,UTA vs. MEM,1610612762,UTA,W,2020-21
0042000175,2021-06-02,DAL @ LAC,1610612742,DAL,W,2020-21
0042000105,2021-06-02,PHI vs. WAS,1610612755,PHI,W,2020-21
0042000145,2021-06-02,MEM @ UTA,1610612763,MEM,L,2020-21
0042000166,2021-06-03,POR vs. DEN,1610612757,POR,L,2020-21
0042000156,2021-06-03,LAL vs. PHX,1610612747,LAL,L,2020-21
0042000156,2021-06-03,PHX @ LAL,1610612756,PHX,W,2020-21
0042000166,2021-06-03,DEN @ POR,1610612743,DEN,W,2020-21
0042000176,2021-06-04,DAL vs. LAC,1610612742,DAL,L,2020-21
0042000176,2021-06-04,LAC @ DAL,1610612746,LAC,W,2020-21
0042000211,2021-06-05,MIL @ BKN,1610612749,MIL,L,2020-21
0042000211,2021-06-05,BKN vs. MIL,1610612751,BKN,W,2020-21
0042000201,2021-06-06,ATL @ PHI,1610612737,ATL,W,2020-21
0042000201,2021-06-06,PHI vs. ATL,1610612755,PHI,L,2020-21
0042000177,2021-06-06,LAC vs. DAL,1610612746,LAC,W,2020-21
0042000177,2021-06-06,DAL @ LAC,1610612742,DAL,L,2020-21
0042000212,2021-06-07,MIL @ BKN,1610612749,MIL,L,2020-21
0042000231,2021-06-07,DEN @ PHX,1610612743,DEN,L,2020-21
0042000231,2021-06-07,PHX vs. DEN,1610612756,PHX,W,2020-21
0042000212,2021-06-07,BKN vs. MIL,1610612751,BKN,W,2020-21
0042000202,2021-06-08,ATL @ PHI,1610612737,ATL,L,2020-21
0042000221,2021-06-08,UTA vs. LAC,1610612762,UTA,W,2020-21
0042000202,2021-06-08,PHI vs. ATL,1610612755,PHI,W,2020-21
0042000221,2021-06-08,LAC @ UTA,1610612746,LAC,L,2020-21
0042000232,2021-06-09,PHX vs. DEN,1610612756,PHX,W,2020-21
0042000232,2021-06-09,DEN @ PHX,1610612743,DEN,L,2020-21
0042000213,2021-06-10,MIL vs. BKN,1610612749,MIL,W,2020-21
0042000222,2021-06-10,LAC @ UTA,1610612746,LAC,L,2020-21
0042000222,2021-06-10,UTA vs. LAC,1610612762,UTA,W,2020-21
0042000213,2021-06-10,BKN @ MIL,1610612751,BKN,L,2020-21
0042000203,2021-06-11,PHI @ ATL,1610612755,PHI,W,2020-21
0042000203,2021-06-11,ATL vs. PHI,1610612737,ATL,L,2020-21
0042000233,2021-06-11,DEN vs. PHX,1610612743,DEN,L,2020-21
0042000233,2021-06-11,PHX @ DEN,1610612756,PHX,W,2020-21
0042000223,2021-06-12,UTA @ LAC,1610612762,UTA,L,2020-21
0042000223,2021-06-12,LAC vs. UTA,1610612746,LAC,W,2020-21
0042000234,2021-06-13,PHX @ DEN,1610612756,PHX,W,2020-21
0042000214,2021-06-13,BKN @ MIL,1610612751,BKN,L,2020-21
0042000234,2021-06-13,DEN vs. PHX,1610612743,DEN,L,2020-21
0042000214,2021-06-13,MIL vs. BKN,1610612749,MIL,W,2020-21
0042000224,2021-06-14,LAC vs. UTA,1610612746,LAC,W,2020-21
0042000224,2021-06-14,UTA @ LAC,1610612762,UTA,L,2020-21
0042000204,2021-06-14,PHI @ ATL,1610612755,PHI,L,2020-21
0042000204,2021-06-14,ATL vs. PHI,1610612737,ATL,W,2020-21
0042000215,2021-06-15,MIL @ BKN,1610612749,MIL,L,2020-21
0042000215,2021-06-15,BKN vs. MIL,1610612751,BKN,W,2020-21
0042000205,2021-06-16,ATL @ PHI,1610612737,ATL,W,2020-21
0042000205,2021-06-16,PHI vs. ATL,1610612755,PHI,L,2020-21
0042000225,2021-06-16,LAC @ UTA,1610612746,LAC,W,2020-21
0042000225,2021-06-16,UTA vs. LAC,1610612762,UTA,L,2020-21
0042000216,2021-06-17,MIL vs. BKN,1610612749,MIL,W,2020-21
0042000216,2021-06-17,BKN @ MIL,1610612751,BKN,L,2020-21
0042000206,2021-06-18,ATL vs. PHI,1610612737,ATL,L,2020-21
0042000226,2021-06-18,LAC vs. UTA,1610612746,LAC,W,2020-21
0042000226,2021-06-18,UTA @ LAC,1610612762,UTA,L,2020-21
0042000206,2021-06-18,PHI @ ATL,1610612755,PHI,W,2020-21
0042000217,2021-06-19,BKN vs. MIL,1610612751,BKN,L,2020-21
0042000217,2021-06-19,MIL @ BKN,1610612749,MIL,W,2020-21
0042000207,2021-06-20,PHI vs. ATL,1610612755,PHI,L,2020-21
0042000311,2021-06-20,LAC @ PHX,1610612746,LAC,L,2020-21
0042000311,2021-06-20,PHX vs. LAC,1610612756,PHX,W,2020-21
0042000207,2021-06-20,ATL @ PHI,1610612737,ATL,W,2020-21
0042000312,2021-06-22,LAC @ PHX,1610612746,LAC,L,2020-21
0042000312,2021-06-22,PHX vs. LAC,1610612756,PHX,W,2020-21
0042000301,2021-06-23,MIL vs. ATL,1610612749,MIL,L,2020-21
0042000301,2021-06-23,ATL @ MIL,1610612737,ATL,W,2020-21
0042000313,2021-06-24,PHX @ LAC,1610612756,PHX,L,2020-21
0042000313,2021-06-24,LAC vs. PHX,1610612746,LAC,W,2020-21
0042000302,2021-06-25,ATL @ MIL,1610612737,ATL,L,2020-21
0042000302,2021-06-25,MIL vs. ATL,1610612749,MIL,W,2020-21
0042000314,2021-06-26,PHX @ LAC,1610612756,PHX,W,2020-21
0042000314,2021-06-26,LAC vs. PHX,1610612746,LAC,L,2020-21
0042000303,2021-06-27,MIL @ ATL,1610612749,MIL,W,2020-21
0042000303,2021-06-27,ATL vs. MIL,1610612737,ATL,L,2020-21
0042000315,2021-06-28,LAC @ PHX,1610612746,LAC,W,2020-21
0042000315,2021-06-28,PHX vs. LAC,1610612756,PHX,L,2020-21
0042000304,2021-06-29,MIL @ ATL,1610612749,MIL,L,2020-21
0042000304,2021-06-29,ATL vs. MIL,1610612737,ATL,W,2020-21
0042000316,2021-06-30,PHX @ LAC,1610612756,PHX,W,2020-21
0042000316,2021-06-30,LAC vs. PHX,1610612746,LAC,L,2020-21
0042000305,2021-07-01,ATL @ MIL,1610612737,ATL,L,2020-21
0042000305,2021-07-01,MIL vs. ATL,1610612749,MIL,W,2020-21
0042000306,2021-07-03,MIL @ ATL,1610612749,MIL,W,2020-21
0042000306,2021-07-03,ATL vs. MIL,1610612737,ATL,L,2020-21
0042000401,2021-07-06,PHX vs. MIL,1610612756,PHX,W,2020-21
0042000401,2021-07-06,MIL @ PHX,1610612749,MIL,L,2020-21
0042000402,2021-07-08,PHX vs. MIL,1610612756,PHX,W,2020-21
0042000402,2021-07-08,MIL @ PHX,1610612749,MIL,L,2020-21
0042000403,2021-07-11,MIL vs. PHX,1610612749,MIL,W,2020-21
0042000403,2021-07-11,PHX @ MIL,1610612756,PHX,L,2020-21
0042000404,2021-07-14,MIL vs. PHX,1610612749,MIL,W,2020-21
0042000404,2021-07-14,PHX @ MIL,1610612756,PHX,L,2020-21
0042000405,2021-07-17,MIL @ PHX,1610612749,MIL,W,2020-21
0042000405,2021-07-17,PHX vs. MIL,1610612756,PHX,L,2020-21
0042000406,2021-07-20,PHX @ MIL,1610612756,PHX,L,2020-21
0042000406,2021-07-20,MIL vs. PHX,1610612749,MIL,W,2020-21
0042100171,2022-04-16,UTA @ DAL,1610612762,UTA,W,2021-22
0042100161,2022-04-16,DEN @ GSW,1610612743,DEN,L,2021-22
0042100151,2022-04-16,MEM vs. MIN,1610612763,MEM,L,2021-22
0042100151,2022-04-16,MIN @ MEM,1610612750,MIN,W,2021-22
0042100171,2022-04-16,DAL vs. UTA,1610612742,DAL,L,2021-22
0042100131,2022-04-16,PHI vs. TOR,1610612755,PHI,W,2021-22
0042100131,2022-04-16,TOR @ PHI,1610612761,TOR,L,2021-22
0042100161,2022-04-16,GSW vs. DEN,1610612744,GSW,W,2021-22
0042100111,2022-04-17,BKN @ BOS,1610612751,BKN,L,2021-22
0042100111,2022-04-17,BOS vs. BKN,1610612738,BOS,W,2021-22
0042100141,2022-04-17,NOP @ PHX,1610612740,NOP,L,2021-22
0042100101,2022-04-17,ATL @ MIA,1610612737,ATL,L,2021-22
0042100121,2022-04-17,MIL vs. CHI,1610612749,MIL,W,2021-22
0042100101,2022-04-17,MIA vs. ATL,1610612748,MIA,W,2021-22
0042100141,2022-04-17,PHX vs. NOP,1610612756,PHX,W,2021-22
0042100121,2022-04-17,CHI @ MIL,1610612741,CHI,L,2021-22
0042100172,2022-04-18,DAL vs. UTA,1610612742,DAL,W,2021-22
0042100132,2022-04-18,PHI vs. TOR,1610612755,PHI,W,2021-22
0042100132,2022-04-18,TOR @ PHI,1610612761,TOR,L,2021-22
0042100162,2022-04-18,DEN @ GSW,1610612743,DEN,L,2021-22
0042100172,2022-04-18,UTA @ DAL,1610612762,UTA,L,2021-22
0042100162,2022-04-18,GSW vs. DEN,1610612744,GSW,W,2021-22
0042100152,2022-04-19,MIN @ MEM,1610612750,MIN,L,2021-22
0042100142,2022-04-19,PHX vs. NOP,1610612756,PHX,L,2021-22
0042100102,2022-04-19,ATL @ MIA,1610612737,ATL,L,2021-22
0042100142,2022-04-19,NOP @ PHX,1610612740,NOP,W,2021-22
0042100152,2022-04-19,MEM vs. MIN,1610612763,MEM,W,2021-22
0042100102,2022-04-19,MIA vs. ATL,1610612748,MIA,W,2021-22
0042100112,2022-04-20,BKN @ BOS,1610612751,BKN,L,2021-22
0042100122,2022-04-20,CHI @ MIL,1610612741,CHI,W,2021-22
0042100133,2022-04-20,PHI @ TOR,1610612755,PHI,W,2021-22
0042100133,2022-04-20,TOR vs. PHI,1610612761,TOR,L,2021-22
0042100112,2022-04-20,BOS vs. BKN,1610612738,BOS,W,2021-22
0042100122,2022-04-20,MIL vs. CHI,1610612749,MIL,L,2021-22
0042100163,2022-04-21,GSW @ DEN,1610612744,GSW,W,2021-22
0042100163,2022-04-21,DEN vs. GSW,1610612743,DEN,L,2021-22
0042100153,2022-04-21,MIN vs. MEM,1610612750,MIN,L,2021-22
0042100173,2022-04-21,UTA vs. DAL,1610612762,UTA,L,2021-22
0042100153,2022-04-21,MEM @ MIN,1610612763,MEM,W,2021-22
0042100173,2022-04-21,DAL @ UTA,1610612742,DAL,W,2021-22
0042100103,2022-04-22,ATL vs. MIA,1610612737,ATL,W,2021-22
0042100123,2022-04-22,CHI vs. MIL,1610612741,CHI,L,2021-22
0042100103,2022-04-22,MIA @ ATL,1610612748,MIA,L,2021-22
0042100143,2022-04-22,NOP vs. PHX,1610612740,NOP,L,2021-22
0042100143,2022-04-22,PHX @ NOP,1610612756,PHX,W,2021-22
0042100123,2022-04-22,MIL @ CHI,1610612749,MIL,W,2021-22
0042100134,2022-04-23,TOR vs. PHI,1610612761,TOR,W,2021-22
0042100174,2022-04-23,DAL @ UTA,1610612742,DAL,L,2021-22
0042100134,2022-04-23,PHI @ TOR,1610612755,PHI,L,2021-22
0042100174,2022-04-23,UTA vs. DAL,1610612762,UTA,W,2021-22
0042100113,2022-04-23,BOS @ BKN,1610612738,BOS,W,2021-22
0042100154,2022-04-23,MEM @ MIN,1610612763,MEM,L,2021-22
0042100154,2022-04-23,MIN vs. MEM,1610612750,MIN,W,2021-22
0042100113,2022-04-23,BKN vs. BOS,1610612751,BKN,L,2021-22
0042100104,2022-04-24,ATL vs. MIA,1610612737,ATL,L,2021-22
0042100124,2022-04-24,CHI vs. MIL,1610612741,CHI,L,2021-22
0042100164,2022-04-24,DEN vs. GSW,1610612743,DEN,W,2021-22
0042100164,2022-04-24,GSW @ DEN,1610612744,GSW,L,2021-22
0042100144,2022-04-24,NOP vs. PHX,1610612740,NOP,W,2021-22
0042100104,2022-04-24,MIA @ ATL,1610612748,MIA,W,2021-22
0042100124,2022-04-24,MIL @ CHI,1610612749,MIL,W,2021-22
0042100144,2022-04-24,PHX @ NOP,1610612756,PHX,L,2021-22
0042100135,2022-04-25,PHI vs. TOR,1610612755,PHI,L,2021-22
0042100114,2022-04-25,BOS @ BKN,1610612738,BOS,W,2021-22
0042100135,2022-04-25,TOR @ PHI,1610612761,TOR,W,2021-22
0042100114,2022-04-25,BKN vs. BOS,1610612751,BKN,L,2021-22
0042100175,2022-04-25,UTA @ DAL,1610612762,UTA,L,2021-22
0042100175,2022-04-25,DAL vs. UTA,1610612742,DAL,W,2021-22
0042100105,2022-04-26,ATL @ MIA,1610612737,ATL,L,2021-22
0042100155,2022-04-26,MIN @ MEM,1610612750,MIN,L,2021-22
0042100145,2022-04-26,NOP @ PHX,1610612740,NOP,L,2021-22
0042100145,2022-04-26,PHX vs. NOP,1610612756,PHX,W,2021-22
0042100155,2022-04-26,MEM vs. MIN,1610612763,MEM,W,2021-22
0042100105,2022-04-26,MIA vs. ATL,1610612748,MIA,W,2021-22
0042100125,2022-04-27,MIL vs. CHI,1610612749,MIL,W,2021-22
0042100165,2022-04-27,GSW vs. DEN,1610612744,GSW,W,2021-22
0042100125,2022-04-27,CHI @ MIL,1610612741,CHI,L,2021-22
0042100165,2022-04-27,DEN @ GSW,1610612743,DEN,L,2021-22
0042100136,2022-04-28,PHI @ TOR,1610612755,PHI,W,2021-22
0042100146,2022-04-28,PHX @ NOP,1610612756,PHX,W,2021-22
0042100136,2022-04-28,TOR vs. PHI,1610612761,TOR,L,2021-22
0042100146,2022-04-28,NOP vs. PHX,1610612740,NOP,L,2021-22
0042100176,2022-04-28,DAL @ UTA,1610612742,DAL,W,2021-22
0042100176,2022-04-28,UTA vs. DAL,1610612762,UTA,L,2021-22
0042100156,2022-04-29,MEM @ MIN,1610612763,MEM,W,2021-22
0042100156,2022-04-29,MIN vs. MEM,1610612750,MIN,L,2021-22
0042100211,2022-05-01,MIL @ BOS,1610612749,MIL,W,2021-22
0042100211,2022-05-01,BOS vs. MIL,1610612738,BOS,L,2021-22
0042100231,2022-05-01,MEM vs. GSW,1610612763,MEM,L,2021-22
0042100231,2022-05-01,GSW @ MEM,1610612744,GSW,W,2021-22
0042100201,2022-05-02,PHI @ MIA,1610612755,PHI,L,2021-22
0042100201,2022-05-02,MIA vs. PHI,1610612748,MIA,W,2021-22
0042100221,2022-05-02,PHX vs. DAL,1610612756,PHX,W,2021-22
0042100221,2022-05-02,DAL @ PHX,1610612742,DAL,L,2021-22
0042100212,2022-05-03,BOS vs. MIL,1610612738,BOS,W,2021-22
0042100232,2022-05-03,GSW @ MEM,1610612744,GSW,L,2021-22
0042100212,2022-05-03,MIL @ BOS,1610612749,MIL,L,2021-22
0042100232,2022-05-03,MEM vs. GSW,1610612763,MEM,W,2021-22
0042100222,2022-05-04,PHX vs. DAL,1610612756,PHX,W,2021-22
0042100202,2022-05-04,MIA vs. PHI,1610612748,MIA,W,2021-22
0042100202,2022-05-04,PHI @ MIA,1610612755,PHI,L,2021-22
0042100222,2022-05-04,DAL @ PHX,1610612742,DAL,L,2021-22
0042100203,2022-05-06,MIA @ PHI,1610612748,MIA,L,2021-22
0042100223,2022-05-06,PHX @ DAL,1610612756,PHX,L,2021-22
0042100223,2022-05-06,DAL vs. PHX,1610612742,DAL,W,2021-22
0042100203,2022-05-06,PHI vs. MIA,1610612755,PHI,W,2021-22
0042100233,2022-05-07,GSW vs. MEM,1610612744,GSW,W,2021-22
0042100213,2022-05-07,MIL vs. BOS,1610612749,MIL,W,2021-22
0042100213,2022-05-07,BOS @ MIL,1610612738,BOS,L,2021-22
0042100233,2022-05-07,MEM @ GSW,1610612763,MEM,L,2021-22
0042100204,2022-05-08,PHI vs. MIA,1610612755,PHI,W,2021-22
0042100204,2022-05-08,MIA @ PHI,1610612748,MIA,L,2021-22
0042100224,2022-05-08,DAL vs. PHX,1610612742,DAL,W,2021-22
0042100224,2022-05-08,PHX @ DAL,1610612756,PHX,L,2021-22
0042100214,2022-05-09,BOS @ MIL,1610612738,BOS,W,2021-22
0042100234,2022-05-09,GSW vs. MEM,1610612744,GSW,W,2021-22
0042100214,2022-05-09,MIL vs. BOS,1610612749,MIL,L,2021-22
0042100234,2022-05-09,MEM @ GSW,1610612763,MEM,L,2021-22
0042100205,2022-05-10,MIA vs. PHI,1610612748,MIA,W,2021-22
0042100205,2022-05-10,PHI @ MIA,1610612755,PHI,L,2021-22
0042100225,2022-05-10,DAL @ PHX,1610612742,DAL,L,2021-22
0042100225,2022-05-10,PHX vs. DAL,1610612756,PHX,W,2021-22
0042100235,2022-05-11,MEM vs. GSW,1610612763,MEM,W,2021-22
0042100215,2022-05-11,MIL @ BOS,1610612749,MIL,W,2021-22
0042100235,2022-05-11,GSW @ MEM,1610612744,GSW,L,2021-22
0042100215,2022-05-11,BOS vs. MIL,1610612738,BOS,L,2021-22
0042100226,2022-05-12,DAL vs. PHX,1610612742,DAL,W,2021-22
0042100206,2022-05-12,PHI vs. MIA,1610612755,PHI,L,2021-22
0042100226,2022-05-12,PHX @ DAL,1610612756,PHX,L,2021-22
0042100206,2022-05-12,MIA @ PHI,1610612748,MIA,W,2021-22
0042100216,2022-05-13,BOS @ MIL,1610612738,BOS,W,2021-22
0042100236,2022-05-13,MEM @ GSW,1610612763,MEM,L,2021-22
0042100216,2022-05-13,MIL vs. BOS,1610612749,MIL,L,2021-22
0042100236,2022-05-13,GSW vs. MEM,1610612744,GSW,W,2021-22
0042100217,2022-05-15,MIL @ BOS,1610612749,MIL,L,2021-22
0042100227,2022-05-15,PHX vs. DAL,1610612756,PHX,L,2021-22
0042100217,2022-05-15,BOS vs. MIL,1610612738,BOS,W,2021-22
0042100227,2022-05-15,DAL @ PHX,1610612742,DAL,W,2021-22
0042100301,2022-05-17,BOS @ MIA,1610612738,BOS,L,2021-22
0042100301,2022-05-17,MIA vs. BOS,1610612748,MIA,W,2021-22
0042100311,2022-05-18,GSW vs. DAL,1610612744,GSW,W,2021-22
0042100311,2022-05-18,DAL @ GSW,1610612742,DAL,L,2021-22
0042100302,2022-05-19,BOS @ MIA,1610612738,BOS,W,2021-22
0042100302,2022-05-19,MIA vs. BOS,1610612748,MIA,L,2021-22
0042100312,2022-05-20,GSW vs. DAL,1610612744,GSW,W,2021-22
0042100312,2022-05-20,DAL @ GSW,1610612742,DAL,L,2021-22
0042100303,2022-05-21,MIA @ BOS,1610612748,MIA,W,2021-22
0042100303,2022-05-21,BOS vs. MIA,1610612738,BOS,L,2021-22
0042100313,2022-05-22,DAL vs. GSW,1610612742,DAL,L,2021-22
0042100313,2022-05-22,GSW @ DAL,1610612744,GSW,W,2021-22
0042100304,2022-05-23,MIA @ BOS,1610612748,MIA,L,2021-22
0042100304,2022-05-23,BOS vs. MIA,1610612738,BOS,W,2021-22
0042100314,2022-05-24,GSW @ DAL,1610612744,GSW,L,2021-22
0042100314,2022-05-24,DAL vs. GSW,1610612742,DAL,W,2021-22
0042100305,2022-05-25,BOS @ MIA,1610612738,BOS,W,2021-22
0042100305,2022-05-25,MIA vs. BOS,1610612748,MIA,L,2021-22
0042100315,2022-05-26,DAL @ GSW,1610612742,DAL,L,2021-22
0042100315,2022-05-26,GSW vs. DAL,1610612744,GSW,W,2021-22
0042100306,2022-05-27,BOS vs. MIA,1610612738,BOS,L,2021-22
0042100306,2022-05-27,MIA @ BOS,1610612748,MIA,W,2021-22
0042100307,2022-05-29,MIA vs. BOS,1610612748,MIA,L,2021-22
0042100307,2022-05-29,BOS @ MIA,1610612738,BOS,W,2021-22
0042100401,2022-06-02,GSW vs. BOS,1610612744,GSW,L,2021-22
0042100401,2022-06-02,BOS @ GSW,1610612738,BOS,W,2021-22
0042100402,2022-06-05,BOS @ GSW,1610612738,BOS,L,2021-22
0042100402,2022-06-05,GSW vs. BOS,1610612744,GSW,W,2021-22
0042100403,2022-06-08,BOS vs. GSW,1610612738,BOS,W,2021-22
0042100403,2022-06-08,GSW @ BOS,1610612744,GSW,L,2021-22
0042100404,2022-06-10,BOS vs. GSW,1610612738,BOS,L,2021-22
0042100404,2022-06-10,GSW @ BOS,1610612744,GSW,W,2021-22
0042100405,2022-06-13,GSW vs. BOS,1610612744,GSW,W,2021-22
0042100405,2022-06-13,BOS @ GSW,1610612738,BOS,L,2021-22
0042100406,2022-06-16,GSW @ BOS,1610612744,GSW,W,2021-22
0042100406,2022-06-16,BOS vs. GSW,1610612738,BOS,L,2021-22
0042200111,2023-04-15,ATL @ BOS,1610612737,ATL,L,2022-23
0042200161,2023-04-15,SAC vs. GSW,1610612758,SAC,W,2022-23
0042200121,2023-04-15,PHI vs. BKN,1610612755,PHI,W,2022-23
0042200121,2023-04-15,BKN @ PHI,1610612751,BKN,L,2022-23
0042200131,2023-04-15,CLE vs. NYK,1610612739,CLE,L,2022-23
0042200161,2023-04-15,GSW @ SAC,1610612744,GSW,L,2022-23
0042200131,2023-04-15,NYK @ CLE,1610612752,NYK,W,2022-23
0042200111,2023-04-15,BOS vs. ATL,1610612738,BOS,W,2022-23
0042200171,2023-04-16,PHX vs. LAC,1610612756,PHX,L,2022-23
0042200151,2023-04-16,MEM vs. LAL,1610612763,MEM,L,2022-23
0042200171,2023-04-16,LAC @ PHX,1610612746,LAC,W,2022-23
0042200151,2023-04-16,LAL @ MEM,1610612747,LAL,W,2022-23
0042200101,2023-04-16,MIL vs. MIA,1610612749,MIL,L,2022-23
0042200101,2023-04-16,MIA @ MIL,1610612748,MIA,W,2022-23
0042200141,2023-04-16,MIN @ DEN,1610612750,MIN,L,2022-23
0042200141,2023-04-16,DEN vs. MIN,1610612743,DEN,W,2022-23
0042200162,2023-04-17,SAC vs. GSW,1610612758,SAC,W,2022-23
0042200122,2023-04-17,BKN @ PHI,1610612751,BKN,L,2022-23
0042200122,2023-04-17,PHI vs. BKN,1610612755,PHI,W,2022-23
0042200162,2023-04-17,GSW @ SAC,1610612744,GSW,L,2022-23
0042200112,2023-04-18,ATL @ BOS,1610612737,ATL,L,2022-23
0042200132,2023-04-18,NYK @ CLE,1610612752,NYK,L,2022-23
0042200132,2023-04-18,CLE vs. NYK,1610612739,CLE,W,2022-23
0042200172,2023-04-18,PHX vs. LAC,1610612756,PHX,W,2022-23
0042200172,2023-04-18,LAC @ PHX,1610612746,LAC,L,2022-23
0042200112,2023-04-18,BOS vs. ATL,1610612738,BOS,W,2022-23
0042200152,2023-04-19,LAL @ MEM,1610612747,LAL,L,2022-23
0042200152,2023-04-19,MEM vs. LAL,1610612763,MEM,W,2022-23
0042200102,2023-04-19,MIL vs. MIA,1610612749,MIL,W,2022-23
0042200142,2023-04-19,MIN @ DEN,1610612750,MIN,L,2022-23
0042200142,2023-04-19,DEN vs. MIN,1610612743,DEN,W,2022-23
0042200102,2023-04-19,MIA @ MIL,1610612748,MIA,L,2022-23
0042200123,2023-04-20,BKN vs. PHI,1610612751,BKN,L,2022-23
0042200163,2023-04-20,GSW vs. SAC,1610612744,GSW,W,2022-23
0042200173,2023-04-20,PHX @ LAC,1610612756,PHX,W,2022-23
0042200123,2023-04-20,PHI @ BKN,1610612755,PHI,W,2022-23
0042200173,2023-04-20,LAC vs. PHX,1610612746,LAC,L,2022-23
0042200163,2023-04-20,SAC @ GSW,1610612758,SAC,L,2022-23
0042200143,2023-04-21,MIN vs. DEN,1610612750,MIN,L,2022-23
0042200113,2023-04-21,ATL vs. BOS,1610612737,ATL,W,2022-23
0042200133,2023-04-21,NYK vs. CLE,1610612752,NYK,W,2022-23
0042200113,2023-04-21,BOS @ ATL,1610612738,BOS,L,2022-23
0042200143,2023-04-21,DEN @ MIN,1610612743,DEN,W,2022-23
0042200133,2023-04-21,CLE @ NYK,1610612739,CLE,L,2022-23
0042200124,2023-04-22,PHI @ BKN,1610612755,PHI,W,2022-23
0042200174,2023-04-22,PHX @ LAC,1610612756,PHX,W,2022-23
0042200174,2023-04-22,LAC vs. PHX,1610612746,LAC,L,2022-23
0042200103,2023-04-22,MIA vs. MIL,1610612748,MIA,W,2022-23
0042200153,2023-04-22,MEM @ LAL,1610612763,MEM,L,2022-23
0042200124,2023-04-22,BKN vs. PHI,1610612751,BKN,L,2022-23
0042200153,2023-04-22,LAL vs. MEM,1610612747,LAL,W,2022-23
0042200103,2023-04-22,MIL @ MIA,1610612749,MIL,L,2022-23
0042200144,2023-04-23,DEN @ MIN,1610612743,DEN,L,2022-23
0042200134,2023-04-23,CLE @ NYK,1610612739,CLE,L,2022-23
0042200164,2023-04-23,SAC @ GSW,1610612758,SAC,L,2022-23
0042200134,2023-04-23,NYK vs. CLE,1610612752,NYK,W,2022-23
0042200164,2023-04-23,GSW vs. SAC,1610612744,GSW,W,2022-23
0042200114,2023-04-23,BOS @ ATL,1610612738,BOS,W,2022-23
0042200144,2023-04-23,MIN vs. DEN,1610612750,MIN,W,2022-23
0042200114,2023-04-23,ATL vs. BOS,1610612737,ATL,L,2022-23
0042200104,2023-04-24,MIA vs. MIL,1610612748,MIA,W,2022-23
0042200154,2023-04-24,LAL vs. MEM,1610612747,LAL,W,2022-23
0042200154,2023-04-24,MEM @ LAL,1610612763,MEM,L,2022-23
0042200104,2023-04-24,MIL @ MIA,1610612749,MIL,L,2022-23
0042200115,2023-04-25,BOS vs. ATL,1610612738,BOS,L,2022-23
0042200175,2023-04-25,LAC @ PHX,1610612746,LAC,L,2022-23
0042200175,2023-04-25,PHX vs. LAC,1610612756,PHX,W,2022-23
0042200115,2023-04-25,ATL @ BOS,1610612737,ATL,W,2022-23
0042200145,2023-04-25,MIN @ DEN,1610612750,MIN,L,2022-23
0042200145,2023-04-25,DEN vs. MIN,1610612743,DEN,W,2022-23
0042200165,2023-04-26,SAC vs. GSW,1610612758,SAC,L,2022-23
0042200135,2023-04-26,NYK @ CLE,1610612752,NYK,W,2022-23
0042200155,2023-04-26,LAL @ MEM,1610612747,LAL,L,2022-23
0042200155,2023-04-26,MEM vs. LAL,1610612763,MEM,W,2022-23
